team1,team2,venue,team1_avg_elo,team2_avg_elo,team1_avg_form,team2_avg_form,team2_batsmen_avg_elo,team2_batsmen_avg_form,team1_last_5_wins,team2_last_5_wins,team1_vs_team2_matches,team1_vs_team2_wins,team2_vs_team1_wins,head_to_head_wins,head_to_head_losses,team1_won
Mumbai Indians,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1622.8181818181818,1592.4,0.1880370156351579,0.1745854997474566,1545.75,0.1456513908260431,4.0,2.0,26,14,12,17,15,0
Royal Challengers Bangalore,Gujarat Titans,M Chinnaswamy Stadium,1627.1,1567.0,0.199605248466278,0.1681398577432111,1548.6,0.1389218113392558,2.0,2.0,5,3,2,6,4,1
Kolkata Knight Riders,Pune Warriors,Eden Gardens,1544.0,1619.0,0.1705741849817311,0.1905278760197772,1578.0,0.1679944014126821,2.0,1.0,2,2,0,7,2,1
Mumbai Indians,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1635.4545454545455,1647.4545454545455,0.1994583336387423,0.21191139003738,1637.8333333333333,0.1808480086251133,3.0,3.0,22,11,11,19,16,1
Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association Stadium,1587.4545454545455,1621.8,0.1778216534893732,0.1968810815550134,1568.5,0.1765930060111379,3.0,4.0,16,5,11,14,19,0
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,1624.6363636363635,1639.888888888889,0.1903026170428497,0.217945865898004,1674.3333333333333,0.2400235083905059,3.0,3.0,32,18,14,20,14,0
Pune Warriors,Delhi Capitals,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1681.4545454545455,1564.888888888889,0.2226240825209663,0.178340148411714,1560.3333333333333,0.1163876763177592,1.0,2.0,2,2,0,4,5,1
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1626.090909090909,1562.8181818181818,0.2054102255265689,0.1600333767931312,1546.0,0.1344734534202093,4.0,2.0,26,12,14,16,17,1
Gujarat Titans,Kolkata Knight Riders,Green Park,1610.3636363636365,1613.3,0.1945772597402889,0.1917038809981483,1592.4,0.1762659604821798,1.0,3.0,4,3,1,5,2,1
Delhi Capitals,Sunrisers Hyderabad,Shaheed Veer Narayan Singh International Stadium,1621.4545454545455,1658.4,0.1777323409531721,0.2036555721858883,1673.2,0.1904904368423111,1.0,4.0,12,4,8,18,17,1
Pune Warriors,Kings XI Punjab,Dr. Y.S. Rajasekhara Reddy ACA-VDCA Cricket Stadium,1568.1818181818182,1560.3636363636365,0.1603144846455218,0.1731977583247577,1552.2,0.1298554069640373,2.0,2.0,2,1,1,5,5,1
Gujarat Titans,Mumbai Indians,Green Park,1635.1818181818182,1613.3,0.1995368396422518,0.1917038809981483,1592.4,0.1762659604821798,2.0,3.0,4,2,2,5,4,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,1617.909090909091,1614.5454545454545,0.1781568387492559,0.1841822137215687,1582.3333333333333,0.1666166178176817,2.0,3.0,28,19,9,26,11,1
Delhi Capitals,Royal Challengers Bangalore,Shaheed Veer Narayan Singh International Stadium,1628.0,1637.5,0.1969303327152489,0.2224972789211515,1659.75,0.2458826303252492,2.0,4.0,21,6,14,11,19,0
Gujarat Titans,Royal Challengers Bangalore,M Chinnaswamy Stadium,1603.1818181818182,1626.8181818181818,0.1773065584831651,0.2087824496123631,1631.8,0.2110329355650952,3.0,4.0,5,2,3,4,6,0
Sunrisers Hyderabad,Kolkata Knight Riders,Arun Jaitley Stadium,1614.6363636363635,1618.090909090909,0.1766229729214883,0.1783488932539877,1599.4,0.153609424080102,2.0,2.0,28,9,19,11,26,1
Gujarat Titans,Sunrisers Hyderabad,Arun Jaitley Stadium,1570.6363636363635,1617.6363636363635,0.171725776661109,0.1770381413270698,1585.4,0.1612103076286948,3.0,2.0,5,0,5,3,6,0
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1614.6363636363635,1626.8181818181818,0.1766229729214883,0.2087824496123631,1631.8,0.2110329355650952,5.0,3.0,22,10,12,16,19,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1618.3,1556.4545454545455,0.2002363863396378,0.1805144671105814,1574.6,0.1536868876266969,3.0,4.0,22,12,10,19,16,1
Pune Warriors,Mumbai Indians,Maharashtra Cricket Association Stadium,1622.3636363636365,1591.6,0.1864996538687879,0.1999400667228116,1562.75,0.1643778679628082,0.0,2.0,4,3,1,5,7,1
Gujarat Titans,Kolkata Knight Riders,Saurashtra Cricket Association Stadium,1590.090909090909,1619.625,0.1859254695979965,0.2198740220254487,1591.0,0.1998814940887981,2.0,2.0,4,3,1,5,2,0
Royal Challengers Bangalore,Delhi Capitals,M Chinnaswamy Stadium,1569.909090909091,1627.6363636363635,0.1720883168312839,0.1899530089752667,1631.0,0.1480370380505849,3.0,2.0,21,14,6,19,11,1
Kings XI Punjab,Pune Warriors,Holkar Cricket Stadium,1586.090909090909,1627.909090909091,0.1833254528839224,0.1842673263205277,1594.75,0.1637916604892438,1.0,1.0,2,1,1,5,5,1
Sunrisers Hyderabad,Gujarat Titans,Rajiv Gandhi International Stadium,1553.7272727272727,1623.75,0.1694501132287439,0.2206108559947769,1540.5,0.2344475043031944,4.0,2.0,5,5,0,6,3,1
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,1617.1818181818182,1651.6363636363635,0.2022448912811226,0.202787628875006,1631.25,0.1782932468266307,2.0,2.0,34,23,11,23,11,1
Kings XI Punjab,Royal Challengers Bangalore,Holkar Cricket Stadium,1578.0,1623.888888888889,0.1722470668787403,0.1954218518462729,1540.0,0.1703132886945454,2.0,3.0,26,14,12,17,16,1
Pune Warriors,Delhi Capitals,Maharashtra Cricket Association Stadium,1626.3,1595.3636363636365,0.1939057593056765,0.202182064738937,1576.8,0.1764227033502849,1.0,1.0,2,0,2,4,5,0
Mumbai Indians,Sunrisers Hyderabad,Wankhede Stadium,1614.5454545454545,1651.6363636363635,0.1901180774228585,0.202787628875006,1631.25,0.1782932468266307,2.0,5.0,23,13,10,19,14,1
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,1634.7272727272727,1604.111111111111,0.1845884464082119,0.2047997595964048,1578.0,0.1679944014126821,2.0,2.0,27,18,9,21,12,1
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1560.5454545454545,1630.090909090909,0.1925286343473574,0.1942190962723276,1631.25,0.1782932468266307,2.0,3.0,32,14,18,14,19,0
Gujarat Titans,Pune Warriors,Saurashtra Cricket Association Stadium,1610.909090909091,1602.8,0.1902652760623283,0.1908397233555895,1592.4,0.1762659604821798,1.0,1.0,2,1,1,3,1,1
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,1624.0,1621.4545454545455,0.1964866142381779,0.1910948524995729,1585.4,0.1612103076286948,3.0,4.0,28,19,9,26,11,1
Delhi Capitals,Kings XI Punjab,Arun Jaitley Stadium,1641.3636363636365,1612.5454545454545,0.2000770734793608,0.1809915061389747,1604.4,0.1555732420534458,2.0,2.0,22,9,13,16,17,1
Mumbai Indians,Gujarat Titans,Wankhede Stadium,1590.909090909091,1651.6363636363635,0.2067541398862741,0.202787628875006,1631.25,0.1782932468266307,3.0,1.0,4,2,2,4,5,1
Royal Challengers Bangalore,Pune Warriors,M Chinnaswamy Stadium,1625.2,1565.090909090909,0.1826476405908304,0.1884866444193882,1602.25,0.1683317610854307,1.0,1.0,2,0,2,7,2,0
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,1645.2727272727273,1630.909090909091,0.2074655400128661,0.1996676332061785,1603.75,0.1730083078779054,3.0,3.0,21,8,13,15,18,0
Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,1604.6363636363635,1616.7272727272727,0.1897221012151764,0.1817424131092377,1604.4,0.1555732420534458,3.0,2.0,16,11,5,19,14,1
Gujarat Titans,Royal Challengers Bangalore,Saurashtra Cricket Association Stadium,1586.6666666666667,1563.909090909091,0.2143520965889185,0.1871621871508538,1592.6666666666667,0.1798509807419488,1.0,1.0,5,2,3,4,6,0
Sunrisers Hyderabad,Delhi Capitals,Rajiv Gandhi International Stadium,1606.6,1635.2727272727273,0.2043427172422886,0.1985057759888947,1660.6,0.1742386392102696,3.0,2.0,12,8,4,17,18,1
Kings XI Punjab,Mumbai Indians,Holkar Cricket Stadium,1632.4,1671.4444444444443,0.1923854055478066,0.2110650384267111,1667.3333333333333,0.1764249643468355,2.0,4.0,26,12,14,15,17,0
Kolkata Knight Riders,Gujarat Titans,Eden Gardens,1639.3636363636365,1586.5454545454545,0.2051093000616038,0.1899214567078996,1592.6666666666667,0.1798509807419488,4.0,1.0,4,1,3,2,5,0
Mumbai Indians,Delhi Capitals,Wankhede Stadium,1634.8181818181818,1633.4545454545455,0.1974204890935797,0.204376860206603,1659.8,0.1611859195187108,5.0,2.0,22,11,11,19,16,1
Pune Warriors,Sunrisers Hyderabad,Maharashtra Cricket Association Stadium,1612.8,1620.7272727272727,0.2092046714097369,0.1820768219725569,1599.8,0.1625514249092045,2.0,3.0,2,2,0,4,6,1
Gujarat Titans,Kings XI Punjab,Saurashtra Cricket Association Stadium,1607.0,1557.3636363636365,0.1922394858196188,0.1733082077746569,1578.3333333333333,0.1485549670684832,2.0,1.0,4,2,2,5,4,0
Kolkata Knight Riders,Royal Challengers Bangalore,Eden Gardens,1630.909090909091,1560.5454545454545,0.1996676332061785,0.1925286343473574,1607.0,0.183830747699852,3.0,2.0,32,18,14,20,14,1
Mumbai Indians,Pune Warriors,Wankhede Stadium,1620.7272727272727,1637.5454545454545,0.1820768219725569,0.2028573185971441,1631.25,0.1782932468266307,5.0,2.0,4,1,3,7,5,0
Pune Warriors,Kolkata Knight Riders,Maharashtra Cricket Association Stadium,1621.1,1594.3,0.1838996988039531,0.185351826663789,1562.75,0.1361958010595116,3.0,4.0,2,1,1,2,7,0
Royal Challengers Bangalore,Gujarat Titans,M Chinnaswamy Stadium,1574.090909090909,1571.9,0.2086998950806288,0.200276055638778,1602.75,0.1800293108416183,1.0,2.0,5,3,2,6,4,0
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,1624.7272727272727,1615.2,0.2059275255183794,0.1949883871497376,1561.25,0.1438083010595116,4.0,2.0,21,13,8,18,15,1
Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association Stadium,1609.8,1598.5454545454545,0.2101214354622151,0.1770855539838016,1597.2,0.1578084378288581,1.0,2.0,16,5,11,14,19,0
Pune Warriors,Royal Challengers Bangalore,Maharashtra Cricket Association Stadium,1634.0,1570.090909090909,0.1881863689277413,0.1911827321696474,1620.0,0.1801861731653004,3.0,1.0,2,2,0,2,7,1
Gujarat Titans,Mumbai Indians,Saurashtra Cricket Association Stadium,1575.1818181818182,1651.6363636363635,0.1908008885069805,0.202787628875006,1631.25,0.1782932468266307,2.0,4.0,4,2,2,5,4,0
Kings XI Punjab,Delhi Capitals,Punjab Cricket Association Stadium,1646.4545454545455,1614.875,0.2050254579782735,0.2085993194512104,1535.5,0.1914500836226189,1.0,1.0,22,13,9,17,16,1
Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,1613.5,1615.4545454545455,0.2127610936840562,0.1890494489085807,1561.25,0.1438083010595116,3.0,4.0,28,9,19,11,26,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,1577.0,1652.3636363636365,0.2035496921181308,0.1999481229667305,1631.25,0.1782932468266307,4.0,1.0,32,18,14,19,14,1
Pune Warriors,Gujarat Titans,Maharashtra Cricket Association Stadium,1578.0,1620.7272727272727,0.1867709673140384,0.1820768219725569,1599.8,0.1625514249092045,4.0,2.0,2,1,1,1,3,1
Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,1608.111111111111,1651.2,0.2158300862306001,0.2107616086290039,1677.75,0.1887467290057736,0.0,4.0,12,4,8,18,17,1
Kolkata Knight Riders,Pune Warriors,Eden Gardens,1622.090909090909,1620.7272727272727,0.18998291742574,0.1820768219725569,1599.8,0.1625514249092045,3.0,4.0,2,1,1,7,2,0
Delhi Capitals,Gujarat Titans,Arun Jaitley Stadium,1578.0,1639.909090909091,0.1867709673140384,0.2009849143261151,1677.75,0.1887467290057736,1.0,2.0,4,3,1,6,3,1
Royal Challengers Bangalore,Kings XI Punjab,M Chinnaswamy Stadium,1609.3636363636365,1566.909090909091,0.1972375478787571,0.2037959389086471,1607.0,0.183830747699852,1.0,2.0,26,12,14,16,17,0
Sunrisers Hyderabad,Pune Warriors,Rajiv Gandhi International Stadium,1620.7272727272727,1620.0,0.1820768219725569,0.2077343302853408,1580.2,0.179748662111721,3.0,4.0,2,0,2,6,4,0
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,1654.3,1635.8181818181818,0.2166013587575298,0.20739315893635,1677.75,0.1887467290057736,2.0,4.0,22,11,11,16,19,0
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,1574.090909090909,1590.7,0.2086998950806288,0.1937583017623088,1578.0,0.1860322154880703,0.0,3.0,32,14,18,14,20,0
Kings XI Punjab,Gujarat Titans,Punjab Cricket Association Stadium,1606.7777777777778,1576.909090909091,0.2130593055411637,0.1895690207811491,1599.6,0.1799513050164562,3.0,1.0,4,2,2,4,5,0
Sunrisers Hyderabad,Mumbai Indians,Rajiv Gandhi International Stadium,1655.090909090909,1604.8,0.2112414885438094,0.2033708880599937,1573.25,0.1762858879525612,2.0,4.0,23,10,13,14,19,1
Kings XI Punjab,Kolkata Knight Riders,Punjab Cricket Association Stadium,1617.0,1603.909090909091,0.1704022829483711,0.1923463379717852,1585.5,0.1839696300122584,3.0,3.0,27,9,18,12,21,1
Gujarat Titans,Delhi Capitals,Green Park,1582.1,1635.2727272727273,0.1917423702276851,0.1939272667023886,1677.75,0.1887467290057736,2.0,2.0,4,1,3,3,6,0
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,1627.2,1655.090909090909,0.1805830670842267,0.2112414885438094,1633.25,0.1865900797810378,3.0,3.0,26,14,12,17,15,0
Delhi Capitals,Pune Warriors,Arun Jaitley Stadium,1643.3636363636365,1607.3636363636365,0.1971603178038538,0.1804369335161091,1599.8,0.1625514249092045,3.0,4.0,2,2,0,5,4,1
Gujarat Titans,Sunrisers Hyderabad,Green Park,1594.2727272727273,1605.3333333333333,0.194770624884415,0.2107986957232511,1564.3333333333333,0.1895409775731891,1.0,3.0,5,0,5,3,6,0
Kolkata Knight Riders,Mumbai Indians,Eden Gardens,1633.7272727272727,1613.7272727272727,0.1904233495842665,0.1896747088503332,1585.5,0.1839696300122584,2.0,3.0,34,11,23,11,23,0
Pune Warriors,Kings XI Punjab,Maharashtra Cricket Association Stadium,1633.8181818181818,1622.375,0.1796579780440945,0.1886873687094636,1624.3333333333333,0.171272813778118,4.0,4.0,2,1,1,5,5,1
Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,1591.4545454545455,1643.3636363636365,0.1936597722886302,0.1971603178038538,1677.75,0.1887467290057736,4.0,0.0,21,6,14,11,19,0
Mumbai Indians,Pune Warriors,Wankhede Stadium,1615.5454545454545,1648.8181818181818,0.1876874149088964,0.2024192226463189,1621.5,0.1850887709454987,3.0,4.0,4,1,3,7,5,0
Sunrisers Hyderabad,Kolkata Knight Riders,M Chinnaswamy Stadium,1611.4545454545455,1617.4,0.1951936699084693,0.1974291038357897,1563.25,0.1511198463929857,3.0,1.0,28,9,19,11,26,0
Mumbai Indians,Kolkata Knight Riders,M Chinnaswamy Stadium,1606.6363636363635,1647.2727272727273,0.1861780914381287,0.2031368939004523,1621.5,0.1850887709454987,2.0,2.0,34,23,11,23,11,1
Mumbai Indians,Pune Warriors,Rajiv Gandhi International Stadium,1647.2727272727273,1615.5454545454545,0.2031368939004523,0.1876874149088964,1599.8,0.1625514249092045,2.0,4.0,4,1,3,7,5,1
Mumbai Indians,Chennai Super Kings,Wankhede Stadium,1615.9,1627.8181818181818,0.2001877216871208,0.2141082645110274,1590.25,0.1574681349817984,3.0,2.0,37,20,17,20,17,0
Delhi Capitals,Kings XI Punjab,Punjab Cricket Association Stadium,1656.0,1607.0,0.1870509374319493,0.1987206469558325,1589.2,0.1698220079740673,3.0,3.0,22,9,13,16,17,0
Royal Challengers Bangalore,Kolkata Knight Riders,Eden Gardens,1609.1818181818182,1648.7272727272727,0.1941068535734712,0.2080588910031097,1617.2,0.1770609986084139,1.0,2.0,32,14,18,14,20,0
Rajasthan Royals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,1589.7272727272727,1620.75,0.1838636496899094,0.2087695175946376,1598.0,0.1729383390974499,2.0,2.0,20,9,11,16,13,0
Kolkata Knight Riders,Chennai Super Kings,MA Chidambaram Stadium,1637.3636363636365,1647.6363636363635,0.1964900698388594,0.2011177406584342,1621.25,0.1607290789477826,2.0,3.0,29,10,19,10,19,0
Rajasthan Royals,Delhi Capitals,Sawai Mansingh Stadium,1593.3,1656.2,0.1812743611239822,0.1824008611230179,1657.5,0.1506433500947459,1.0,2.0,18,11,7,15,14,1
Mumbai Indians,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,1602.4545454545455,1608.909090909091,0.1896115306281277,0.1880785213994139,1587.8,0.1556210143852899,3.0,3.0,23,13,10,19,14,0
Kings XI Punjab,Royal Challengers Bangalore,M Chinnaswamy Stadium,1598.5454545454545,1609.1818181818182,0.1951351659147757,0.1941068535734712,1631.1666666666667,0.1776030018486802,3.0,1.0,26,14,12,17,16,0
Mumbai Indians,Delhi Capitals,Wankhede Stadium,1598.2727272727273,1653.6,0.1733626454583508,0.1924591637002566,1644.25,0.2087666398270699,2.0,2.0,22,11,11,19,16,0
Kolkata Knight Riders,Sunrisers Hyderabad,Eden Gardens,1654.090909090909,1611.7272727272727,0.2113520094092604,0.1871914783534739,1587.8,0.1556210143852899,2.0,4.0,28,19,9,26,11,0
Rajasthan Royals,Royal Challengers Bangalore,M Chinnaswamy Stadium,1589.7272727272727,1605.5454545454545,0.1838636496899094,0.2014940055842033,1645.0,0.1913796975662358,2.0,2.0,29,12,15,14,15,1
Kings XI Punjab,Chennai Super Kings,Punjab Cricket Association Stadium,1595.4545454545455,1621.4545454545455,0.2003357504029918,0.1966996769032807,1549.25,0.1485794036211104,3.0,3.0,23,9,14,14,16,1
Kolkata Knight Riders,Delhi Capitals,Eden Gardens,1642.7272727272727,1647.3636363636365,0.1997831882450102,0.1960208812975139,1637.8,0.1869588966842916,2.0,2.0,21,13,8,18,15,1
Mumbai Indians,Royal Challengers Bangalore,Wankhede Stadium,1614.6363636363635,1622.8181818181818,0.1953688813081689,0.1978830137788255,1645.8,0.177253730344534,2.0,2.0,32,18,14,19,14,1
Rajasthan Royals,Kolkata Knight Riders,Sawai Mansingh Stadium,1589.7272727272727,1619.5555555555557,0.1838636496899094,0.1961074452101303,1612.25,0.1809193615309587,3.0,2.0,28,14,14,14,14,0
Kings XI Punjab,Sunrisers Hyderabad,Punjab Cricket Association Stadium,1595.0,1616.8181818181818,0.2067172635342233,0.1850735255947317,1587.8,0.1556210143852899,3.0,4.0,16,5,11,14,19,1
Chennai Super Kings,Rajasthan Royals,Maharashtra Cricket Association Stadium,1648.3636363636365,1608.1818181818182,0.1982782347501587,0.1877808090565251,1642.8,0.2097013724658449,3.0,2.0,29,16,13,16,13,1
Kolkata Knight Riders,Kings XI Punjab,Eden Gardens,1642.7272727272727,1574.888888888889,0.1997831882450102,0.2036644217987886,1575.75,0.1946107942292047,3.0,3.0,27,18,9,21,12,0
Delhi Capitals,Royal Challengers Bangalore,M Chinnaswamy Stadium,1630.0,1623.3636363636365,0.2079637065760606,0.1992040171115839,1647.0,0.1801599376766025,1.0,2.0,21,6,14,11,19,0
Chennai Super Kings,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,1644.2,1604.090909090909,0.2015462128967672,0.1693425572939172,1571.0,0.1163533880542652,3.0,3.0,21,15,6,21,10,1
Mumbai Indians,Rajasthan Royals,Sawai Mansingh Stadium,1614.6363636363635,1607.090909090909,0.1953688813081689,0.2055159013398578,1642.8,0.2097013724658449,2.0,2.0,29,15,14,15,14,0
Kings XI Punjab,Delhi Capitals,Arun Jaitley Stadium,1577.1818181818182,1636.4545454545455,0.186356155944024,0.187019279699109,1655.0,0.1898128081599114,4.0,1.0,22,13,9,17,16,1
Sunrisers Hyderabad,Mumbai Indians,Wankhede Stadium,1592.6363636363635,1614.6363636363635,0.193015717748659,0.1953688813081689,1608.0,0.1852758910136509,3.0,1.0,23,10,13,14,19,1
Royal Challengers Bangalore,Chennai Super Kings,M Chinnaswamy Stadium,1621.5454545454545,1647.6363636363635,0.1894595399517173,0.2011177406584342,1621.25,0.1607290789477826,2.0,4.0,30,10,20,11,21,0
Sunrisers Hyderabad,Kings XI Punjab,Rajiv Gandhi International Stadium,1592.6363636363635,1575.090909090909,0.193015717748659,0.1903726715441554,1575.8333333333333,0.1732604612855719,3.0,4.0,16,11,5,19,14,1
Delhi Capitals,Kolkata Knight Riders,Arun Jaitley Stadium,1634.2727272727273,1654.090909090909,0.1742986376297246,0.2113520094092604,1641.0,0.189835976737703,1.0,2.0,21,8,13,15,18,1
Chennai Super Kings,Mumbai Indians,Maharashtra Cricket Association Stadium,1647.6363636363635,1616.3333333333333,0.2011177406584342,0.1877939889964195,1612.6666666666667,0.1811091606712701,4.0,1.0,37,17,20,17,20,0
Sunrisers Hyderabad,Rajasthan Royals,Sawai Mansingh Stadium,1595.4545454545455,1592.7272727272727,0.1924870894955989,0.1929514248426181,1621.2,0.1748807142826897,3.0,3.0,20,11,9,13,16,1
Royal Challengers Bangalore,Kolkata Knight Riders,M Chinnaswamy Stadium,1609.4545454545455,1654.090909090909,0.1852053616200725,0.2113520094092604,1641.0,0.189835976737703,2.0,2.0,32,14,18,14,20,0
Chennai Super Kings,Delhi Capitals,Maharashtra Cricket Association Stadium,1636.1,1634.2727272727273,0.2172808552217957,0.1742986376297246,1648.0,0.1534250746550208,3.0,2.0,18,12,6,19,11,1
Royal Challengers Bangalore,Mumbai Indians,M Chinnaswamy Stadium,1615.7272727272727,1615.8181818181818,0.1853440390679726,0.1850685879387256,1615.75,0.1854388927133416,1.0,2.0,32,14,18,14,19,1
Delhi Capitals,Rajasthan Royals,Arun Jaitley Stadium,1633.8181818181818,1592.4,0.1806315559190372,0.1933787798077846,1615.0,0.1804049364171587,1.0,2.0,18,7,11,14,15,1
Chennai Super Kings,Kolkata Knight Riders,Eden Gardens,1642.7272727272727,1651.7272727272727,0.2161932186118465,0.2117142603648631,1635.8,0.190632928840029,4.0,3.0,29,19,10,19,10,0
Kings XI Punjab,Mumbai Indians,Holkar Cricket Stadium,1588.909090909091,1618.7272727272727,0.1956711154903671,0.1872684863892318,1619.4,0.182626986265517,4.0,2.0,26,12,14,15,17,0
Royal Challengers Bangalore,Chennai Super Kings,Maharashtra Cricket Association Stadium,1613.909090909091,1630.8181818181818,0.1895019716705093,0.1994862857900248,1608.0,0.1410525089407192,2.0,3.0,30,10,20,11,21,0
Delhi Capitals,Sunrisers Hyderabad,Rajiv Gandhi International Stadium,1640.6363636363635,1599.9,0.1795400126623269,0.2025883865131138,1558.25,0.1819158492736669,2.0,3.0,12,4,8,18,17,0
Mumbai Indians,Kolkata Knight Riders,Wankhede Stadium,1621.2,1657.8181818181818,0.1862177268240757,0.2106122938719649,1641.0,0.189835976737703,2.0,3.0,34,23,11,23,11,1
Rajasthan Royals,Kings XI Punjab,Holkar Cricket Stadium,1581.0,1587.8,0.1889936499517695,0.201586165130336,1586.75,0.1931761918109805,1.0,3.0,21,12,9,16,12,0
Sunrisers Hyderabad,Royal Challengers Bangalore,Rajiv Gandhi International Stadium,1606.6363636363635,1620.6363636363635,0.1958829620005226,0.1828633695370784,1627.4,0.1647480028359009,4.0,2.0,22,12,10,19,16,1
Rajasthan Royals,Kings XI Punjab,Sawai Mansingh Stadium,1577.1818181818182,1609.1818181818182,0.184240275684925,0.1915884473251345,1594.0,0.1541311687865317,1.0,3.0,21,12,9,16,12,1
Mumbai Indians,Kolkata Knight Riders,Eden Gardens,1618.7272727272727,1635.6363636363635,0.1872684863892318,0.1932366644671287,1617.2,0.1770609986084139,3.0,2.0,34,23,11,23,11,1
Delhi Capitals,Sunrisers Hyderabad,Arun Jaitley Stadium,1625.6363636363635,1603.625,0.1982125568543938,0.2172362675434389,1560.3333333333333,0.1897765796026843,2.0,5.0,12,4,8,18,17,0
Chennai Super Kings,Rajasthan Royals,Sawai Mansingh Stadium,1633.5454545454545,1574.5454545454545,0.1925569868168599,0.1750315593167853,1610.5,0.1585355943118645,3.0,2.0,29,16,13,16,13,0
Kolkata Knight Riders,Kings XI Punjab,Holkar Cricket Stadium,1652.090909090909,1597.4545454545455,0.1992679322225588,0.2084057837514114,1575.8,0.1837951646971141,2.0,2.0,27,18,9,21,12,1
Delhi Capitals,Royal Challengers Bangalore,Arun Jaitley Stadium,1630.2727272727273,1620.090909090909,0.1970132502104443,0.1815423662043201,1626.2,0.1618417955038324,2.0,1.0,21,6,14,11,19,0
Sunrisers Hyderabad,Chennai Super Kings,Maharashtra Cricket Association Stadium,1597.4,1635.5,0.1997180194981611,0.2000306213081066,1631.0,0.175570011920959,5.0,2.0,21,6,15,10,21,0
Mumbai Indians,Rajasthan Royals,Wankhede Stadium,1618.7272727272727,1588.3,0.1872684863892318,0.1936955287537806,1604.75,0.1811968087821487,4.0,2.0,29,15,14,15,14,0
Kings XI Punjab,Royal Challengers Bangalore,Holkar Cricket Stadium,1597.4545454545455,1625.0,0.1997739546294582,0.1930941063929543,1655.0,0.1784979002076382,1.0,2.0,26,14,12,17,16,0
Rajasthan Royals,Kolkata Knight Riders,Eden Gardens,1585.7272727272727,1662.888888888889,0.1905428173072992,0.2037102139295024,1612.25,0.1809193615309587,3.0,3.0,28,14,14,14,14,0
Mumbai Indians,Kings XI Punjab,Wankhede Stadium,1613.0,1603.909090909091,0.1850093145933835,0.1992002715714248,1590.0,0.1825330619694407,3.0,1.0,26,14,12,17,15,1
Royal Challengers Bangalore,Sunrisers Hyderabad,M Chinnaswamy Stadium,1620.090909090909,1585.1,0.1815423662043201,0.1959825597427451,1565.2,0.1657239586884305,3.0,4.0,22,10,12,16,19,1
Delhi Capitals,Chennai Super Kings,Arun Jaitley Stadium,1646.0,1646.3636363636365,0.2105562924834745,0.2081617387705411,1621.25,0.1607290789477826,1.0,3.0,18,6,12,11,19,1
Rajasthan Royals,Royal Challengers Bangalore,Sawai Mansingh Stadium,1582.8,1620.090909090909,0.2078544363427655,0.1815423662043201,1626.2,0.1618417955038324,3.0,3.0,29,12,15,14,15,1
Sunrisers Hyderabad,Kolkata Knight Riders,Rajiv Gandhi International Stadium,1590.6363636363635,1652.090909090909,0.188371823297885,0.1992679322225588,1641.0,0.189835976737703,3.0,3.0,28,9,19,11,26,0
Delhi Capitals,Mumbai Indians,Arun Jaitley Stadium,1636.0,1609.6363636363635,0.2021121543965778,0.1849511192500713,1608.0,0.1852758910136509,2.0,4.0,22,11,11,16,19,1
Kings XI Punjab,Chennai Super Kings,Maharashtra Cricket Association Stadium,1602.2727272727273,1647.4545454545455,0.2035363840402846,0.2113819580909499,1626.6,0.1752571169095111,1.0,2.0,23,9,14,14,16,0
Sunrisers Hyderabad,Chennai Super Kings,Wankhede Stadium,1590.6363636363635,1651.4545454545455,0.188371823297885,0.2188129195640113,1635.25,0.1900198261298255,2.0,3.0,21,6,15,10,21,0
Kolkata Knight Riders,Rajasthan Royals,Eden Gardens,1652.090909090909,1583.1818181818182,0.1992679322225588,0.1977578193430436,1625.75,0.2017999174440443,3.0,4.0,28,14,14,14,14,1
